ID;Công ty/Cơ quan/Đơn vị tuyển dụng;Tỉnh/Thành phố;Phạm vi (Nhà nước/DN trong nước/DN nước ngoài);Ngày đăng;Tháng đăng;Năm đăng;Số lượng tuyển dụng;Số lượng nữ (nếu có);Lĩnh vực tuyển dụng cấp 1 (CNTT/Du lịch/Điện, …);Tên công việc;Vị trí công việc (nếu có);Mức lương (nếu có);Trình độ;Yêu cầu kinh nghiệm/trình độ (năm);Link bài đăng để minh chứng
770;Công Ty TNHH Đầu Tư Thương Mại Ai Earn;Hà Nội;DN trong nước;10;12;2024;10;0;Tài chính - Đầu tư - Chứng Khoán;Chuyên Viên Tư Vấn;Chuyên viên- nhân viên;N/A;Trung học;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-tu-van.html
771;Công Ty TNHH Bones And Beyond Việt Nam;TP.HCM;DN trong nước;10;12;2024;5;0;Bán hàng - Kinh doanh;Chuyên Viên Kinh Doanh Dịch Vụ Y Tế - Tp. Hồ Chí Minh;Chuyên viên- nhân viên;N/A;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-kinh-doanh-dich-vu-y-te-tp-ho-chi-minh.html
772;Công Ty Tài Chính TNHH MTV Shinhan Việt Nam;Khánh Hòa;DN trong nước;11;12;2024;5;0;Tài chính - Đầu tư - Chứng Khoán;Trưởng Nhóm Kinh Doanh Thu Nhập Từ 15 Triệu Trở Lên (Làm Việc Tại Văn Phòng) - Đi Làm Ngay;Quản lý nhóm- giám sát;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/truong-nhom-kinh-doanh-thu-nhap-tu-15-trieu-tro-len-lam-viec-tai-van-phong-di-lam-ngay.html
773;Công Ty Cổ Phần Truyền Thông Kim Cương;Hà Nội;DN trong nước;24;12;2024;20;0;Khách sạn - Nhà hàng - Du lịch;Nhân Viên Chăm Sóc Khách Hàng Ngân Hàng Quân Đội Mb Bank Tại Đống Đa, Hà Nội;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-cham-soc-khach-hang-ngan-hang-quan-doi-mb-bank-tai-dong-da-ha-noi.html
774;Công Ty Cổ Phần Truyền Thông Kim Cương;Hà Nội;DN trong nước;24;12;2024;20;0;Bán hàng - Kinh doanh;Nhân Viên Telesale Cho Ngân Hàng Mb Bank Tại Đống Đa, Hà Nội;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-telesale-cho-ngan-hang-mb-bank-tai-dong-da-ha-noi.html
775;Công Ty TNHH Nin Sing Logistics (Ninja Van);Hà Nam;DN trong nước;6;12;2024;1;0;Thu mua - Kho Vận - Chuỗi cung ứng;Phó Bưu Cục Giao Nhận Hàng - Khu Vực Lý Nhân;Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/pho-buu-cuc-giao-nhan-hang-khu-vuc-ly-nhan.html
776;Công Ty TNHH Quốc Tế Rythern (Việt Nam);Long An;DN trong nước;20;12;2024;1;0;Kế toán;Cần Tuyển Gấp 01 Kế Toán Kho;Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/can-tuyen-gap-01-ke-toan-kho.html
777;Công Ty CP Dịch Vụ Bảo Vệ Ngân Hàng Á Châu;Hà Nội;DN trong nước;24;12;2024;2;2;An ninh - Bảo vệ;Nhân Viên Bảo Vệ Khu Vực Hà Nội (Làm Việc Tại Ngân Hàng Á Châu);Chuyên viên- nhân viên;N/A;Trung học;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-bao-ve-khu-vuc-ha-noi-lam-viec-tai-ngan-hang-a-chau.html
778;Singworld Company;TP.HCM;DN trong nước;18;12;2024;1;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh Quốc Tế (Không Yêu Cầu Kinh Nghiệm);Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-quoc-te-khong-yeu-cau-kinh-nghiem.html
779;Công Ty TNHH Dược Phẩm Tân Đức Minh;N/A;DN trong nước;24;12;2024;10;0;Dược phẩm;Trình Dược Viên;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/trinh-duoc-vien.html
780;Công Ty Cổ Phần Entech Việt Nam;Hà Nội;DN trong nước;3;12;2024;3;3;Vận Tải - Lái xe - Giao nhận;Nhân Viên Giao Hàng Xe Máy;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-giao-hang-xe-may.html
781;Talentnet Corporation (Công Ty CP Kết Nối Nhân Tài);Long An;DN trong nước;16;12;2024;2;0;Sản xuất - Lắp ráp - Chế biến;Nhân Viên Kiểm Tra Mẫu Vải;Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kiem-tra-mau-vai.html
782;Nhà Hàng Chay Phương Mai;TP.HCM;DN trong nước;24;12;2024;3;0;Khách sạn - Nhà hàng - Du lịch;Nhân Viên Bếp Làm Tết Thời Vụ_Làm Tết;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-bep-lam-tet-thoi-vu-lam-tet.html
783;Công Ty Tnhh Thương Mại Xuất Nhập Khẩu Và Vận Tải Đại Lâm Mộc;Hà Nội;DN trong nước;16;12;2024;3;0;Kế toán;Nhân Viên Kế Toán Nội Bộ;Chuyên viên- nhân viên;N/A;Chứng chỉ;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ke-toan-noi-bo.html
784;Công Ty Cổ Phần Vietopia;TP.HCM;DN trong nước;19;12;2024;2;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh Khách Đoàn - Đi Làm Ngay;Chuyên viên- nhân viên;N/A;Chứng chỉ;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-khach-doan-di-lam-ngay.html
785;Công Ty CP Dịch Vụ Bảo Vệ Ngân Hàng Á Châu;Vĩnh Phúc;DN trong nước;13;8;2024;3;3;An ninh - Bảo vệ;Nhân Viên Bảo Vệ (Làm Việc Tại Ngân Hàng Á Châu Kv Vĩnh Phúc);Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-bao-ve-lam-viec-tai-ngan-hang-a-chau-kv-vinh-phuc.html
786;Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre (Betrimex);Bến Tre;DN trong nước;18;12;2024;10;0;Thu mua - Kho Vận - Chuỗi cung ứng;Nhân Viên Phát Triển Vùng Nguyên Liệu;Chuyên viên- nhân viên;N/A;Trung học;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-phat-trien-vung-nguyen-lieu.html
787;Công Ty CP Xây Lắp Và Phát Triển Thương Mại Hd;Hà Nội;DN trong nước;24;12;2024;1;0;Kế toán;Kế Toán Tổng Hợp;Chuyên viên- nhân viên;N/A;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-tong-hop.html
788;CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ AE ANH EM;TP.HCM;DN trong nước;23;12;2024;5;0;Bán hàng - Kinh doanh;Sale Thị Trường - Đi Làm Ngay;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/sale-thi-truong-di-lam-ngay.html
789;Công Ty Cổ Phần Thang Máy Tâm Thành;Hà Nội;DN trong nước;29;11;2024;5;5;Khoa học - Kỹ thuật;Nhân Viên Kỹ Thuật Vận Hành- Bảo Trì Thang Máy- Được Đào Tạo Cơ Bản;Chuyên viên- nhân viên;N/A;Lao động phổ thông;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ky-thuat-van-hanh-bao-tri-thang-may-duoc-dao-tao-co-ban.html
790;Điện Máy Tiến Thành;Bình Dương;DN trong nước;9;12;2024;20;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh - Không Yêu Cầu Kinh Nghiệm ;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-khong-yeu-cau-kinh-nghiem.html
791;Công Ty Cổ Phần Đầu Tư Thương Mại Và Dịch Vụ Kỹ Thuật Hà Nội;Hà Nội;DN trong nước;10;12;2024;1;0;Kế toán;Nhân Viên Kế Toán Ngân Hàng - Nội Bộ;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ke-toan-ngan-hang-noi-bo.html
792;Công Ty TNHH Xây Dựng Quảng Cáo Kim Ngân;TP.HCM;DN trong nước;17;12;2024;2;2;Khoa học - Kỹ thuật;Giám Sát Thi Công Biển Quảng Cáo;Quản lý nhóm- giám sát;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giam-sat-thi-cong-bien-quang-cao.html
793;Công Ty TNHH TC Star Media;TP.HCM;DN trong nước;3;12;2024;5;0;Thông tin - Truyền thông - Quảng cáo;Idol Livestream Giải Trí;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/idol-livestream-giai-tri.html
794;Công Ty TNHH Dịch Vụ Anv Global;Hà Nội;DN trong nước;4;12;2024;5;0;Bán hàng - Kinh doanh;Nhân Viên Tư Vấn / Telesales;Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tu-van-telesales.html
795;Công Ty TNHH Thương Mại Dịch Vụ Sơn Hưng;TP.HCM;DN trong nước;12;12;2024;1;0;Xây dựng;Nhân Viên / Kỹ Sư Thiết Kế Điện;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ky-su-thiet-ke-dien.html
796;Công Ty TNHH Ferroli Asean;Hà Nội;DN trong nước;22;12;2024;1;0;Hành chính - Thư ký;Trợ Lý Tổng Giám Đốc;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/tro-ly-tong-giam-doc.html
797;Công Ty TNHH San Chao;TP.HCM;DN trong nước;17;12;2024;1;0;Kế toán;Trợ Lý Kinh Doanh - Tp. Hồ Chí Minh;Chuyên viên- nhân viên;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/tro-ly-kinh-doanh-tp-ho-chi-minh.html
798;Công Ty TNHH Vintech Global;N/A;DN trong nước;10;12;2024;20;0;Lao động phổ thông;Lao Động Phổ Thông;Chuyên viên- nhân viên;N/A;Đại học;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/lao-dong-pho-thong.html
799;Công Ty Cổ Phần Vifon - Chi Nhánh Hải Dương;Hải Dương;DN trong nước;16;12;2024;3;0;Kiểm toán;Nhân Viên Kiểm Soát Nội Bộ (Nhận Việc Ngay);Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kiem-soat-noi-bo-nhan-viec-ngay.html
800;Công Ty Cổ Phần Thương Mại Và Dịch Vụ Tdh Việt Nam;N/A;DN trong nước;10;12;2024;5;5;Điện - Điện tử - Điện lạnh;Công Nhân Cơ Điện;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/cong-nhan-co-dien.html
801;Công Ty Cổ Phần Sản Xuất Giày Khải Hoàn;TP.HCM;DN trong nước;17;12;2024;1;0;Hành chính - Thư ký;Nhân Viên Trợ Lý Sinh Quản -Biết Tiếng Trung Và Tiếng Anh;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tro-ly-sinh-quan-biet-tieng-trung-va-tieng-anh.html
802;Công Ty Cổ Phần Extex Việt Nam;Hà Nội;DN trong nước;19;12;2024;2;0;Điện - Điện tử - Điện lạnh;Kỹ Sư Điện - Phòng Dự Án, Đấu Thầu (Có Thể Đi Làm Sau Tết);Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-dien-phong-du-an-dau-thau-co-the-di-lam-sau-tet.html
803;Công Ty Cổ Phần Viễn Thông Fpt;Quảng Trị;DN trong nước;23;12;2024;1;0;Hành chính - Thư ký;Nhân Viên Hành Chính Nhân Sự - Fpt Telecom Quảng Trị;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-hanh-chinh-nhan-su-fpt-telecom-quang-tri.html
804;CÔNG TY TNHH ĐẦU TƯ NCA;TP.HCM;DN trong nước;9;12;2024;2;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;Nhân Viên Bán Hàng Tại Showroom;Chuyên viên- nhân viên;N/A;Đại học;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ban-hang-tai-showroom.html
805;Công Ty Cổ Phần Chứng Khoán Vndirect;Hà Nội;DN trong nước;16;12;2024;1;0;Kế toán;Chuyên Viên Cao Cấp Kế Toán - Mảng Xây Dựng - Ipa;Chuyên viên- nhân viên;N/A;N/A;7;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-cao-cap-ke-toan-mang-xay-dung-ipa.html
806;Công Ty Cổ Phần Maison Retail Management International;TP.HCM;DN trong nước;23;12;2024;2;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;HCM - Nhân Viên Bán Hàng Cửa Hàng Charles \u0026 Keith Vạn Hạnh Mall;Chuyên viên- nhân viên;N/A;Đại học;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/hcm-nhan-vien-ban-hang-cua-hang-charles-keith-van-hanh-mall.html
807;Công Ty Cổ Phần Maison Retail Management International;TP.HCM;DN trong nước;23;12;2024;2;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;HCM - Nhân Viên Bán Hàng Cửa Hàng Charles \u0026 Keith Vivo City;Chuyên viên- nhân viên;N/A;Đại học;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/hcm-nhan-vien-ban-hang-cua-hang-charles-keith-vivo-city.html
808;Công Ty Cổ Phần Maison Retail Management International;TP.HCM;DN trong nước;23;12;2024;2;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;HCM - Nhân Viên Bán Hàng Kiêm Thu Ngân Cửa Hàng Mlb Nguyễn Trãi;Chuyên viên- nhân viên;N/A;Chứng chỉ;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/hcm-nhan-vien-ban-hang-kiem-thu-ngan-cua-hang-mlb-nguyen-trai.html
809;Công Ty Cổ Phần Maison Retail Management International;TP.HCM;DN trong nước;23;12;2024;2;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;HCM - Nhân Viên Bán Hàng Kiêm Thu Ngân Cửa Hàng Mlb Vạn Hạnh Mall;Chuyên viên- nhân viên;N/A;Chứng chỉ;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/hcm-nhan-vien-ban-hang-kiem-thu-ngan-cua-hang-mlb-van-hanh-mall.html
810;Công Ty Cổ Phần Bê Tông Hà Thanh;Sóc Trăng;DN trong nước;23;12;2024;2;2;Cơ khí - Ô tô - Tự động hóa;Kỹ Sư Cơ Khí Giám Sát Xây Dựng;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-co-khi-giam-sat-xay-dung.html
811;Chi Nhánh Công Ty Cổ Phần Ca Cao Việt Nam (Tỉnh Bến Tre);TP.HCM;DN trong nước;18;7;2023;1;0;Thiết kế - Sáng tạo nghệ thuật;Nhân Viên Thiết Kế;Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-thiet-ke.html
812;Công Ty Cổ Phần Bk-Etech;N/A;DN trong nước;17;12;2024;6;6;Xây dựng;Kỹ Sư Xây Dựng;Chuyên viên- nhân viên;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-xay-dung.html
813;Công Ty Cổ Phần Trường Hà (Hệ Thống Siêu Thị Thành Đô);Hà Nội;DN trong nước;19;12;2024;1;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;Phó Điều Hành Siêu Thị;Chuyên viên- nhân viên;N/A;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/pho-dieu-hanh-sieu-thi.html
814;Cty TNHH Mai Anh Nam;TP.HCM;DN trong nước;27;11;2024;2;2;Điện - Điện tử - Điện lạnh;Nhân Viên Bảo Trì Điện Lạnh;Chuyên viên- nhân viên;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-bao-tri-dien-lanh.html
815;Công Ty TNHH Thương Mại Vận Chuyển Mạnh Trường;Hà Nội;DN trong nước;9;12;2024;2;0;Vận Tải - Lái xe - Giao nhận;Tài Xế Xe Tải - Đi Làm Ngay;Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/tai-xe-xe-tai-di-lam-ngay.html
816;Công Ty TNHH Cơ Kim Khí Quang Minh;N/A;DN trong nước;28;11;2024;3;0;Hành chính - Thư ký;Nhân Viên Tư Vấn Chốt Đơn Hàng (Thu Nhập Từ 10 Triệu - 15 Triệu / Tháng);Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tu-van-chot-don-hang-thu-nhap-tu-10-trieu-15-trieu-thang.html
817;Công Ty TNHH Quà Tặng Cảm Xúc;Hà Nội;DN trong nước;27;11;2024;2;0;Thu mua - Kho Vận - Chuỗi cung ứng;[Hà Nội] Nhân Viên Mua Hàng Tiếng Trung - Đi Làm Ngay;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ha-noi-nhan-vien-mua-hang-tieng-trung-di-lam-ngay.html
818;Công Ty Cổ Phần Sữa TH;Nghệ An;DN trong nước;9;12;2024;1;0;Kế toán;Kế Toán Thuế Nhà Máy Sữa Th;Chuyên viên- nhân viên;N/A;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-thue-nha-may-sua-th.html
819;Công Ty Tnhh Truyền Thông Jason;Bình Dương;DN trong nước;20;12;2024;2;0;Biên phiên dịch;Quản Lý Nhà Hàng Biết Tiếng Trung;Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/quan-ly-nha-hang-biet-tieng-trung.html
820;Công Ty TNHH My Vina;Hà Nam;DN trong nước;20;12;2024;1;1;Quản lý tiêu chuẩn và chất lượng;Phó Giám Đốc Điều Hành;Quản lý cấp trung;N/A;N/A;7;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/pho-giam-doc-dieu-hanh.html
821;Công Ty TNHH LC Foods;Bình Dương;DN trong nước;20;12;2024;5;0;Quản lý tiêu chuẩn và chất lượng;Nhân Viên QC Chuyền (Online) - Bình Dương;Quản lý nhóm- giám sát;N/A;Chứng chỉ;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-qc-chuyen-online-binh-duong.html
822;Công Ty TNHH Rich Products Việt Nam;Bình Dương;DN trong nước;11;11;2024;1;0;Thực phẩm - Đồ uống;Tài Xế Xe Nâng;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/tai-xe-xe-nang.html
823;Công Ty TNHH Rich Products Việt Nam;Bình Dương;DN trong nước;7;11;2024;3;0;Sản xuất - Lắp ráp - Chế biến;Nhân Viên Đóng Gói;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-dong-goi.html
824;Công Ty TNHH TM DV Tân Hiệp Phát;Quảng Nam;DN trong nước;20;12;2024;1;0;Sản xuất - Lắp ráp - Chế biến;Trưởng Phòng Kỹ Thuật / Engineering Manager - Chu Lai;Quản lý cấp cao;N/A;N/A;8;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/truong-phong-ky-thuat-engineering-manager-chu-lai.html
825;Ngân Hàng TMCP Việt Nam Thương Tín;N/A;DN trong nước;20;12;2024;8;0;Kế toán;Giao Dịch Viên - Hải Phòng, Quảng Ninh;Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giao-dich-vien-hai-phong-quang-ninh.html
826;Công Ty TNHH Thương Mại Và Xuất Nhập Khẩu Anh Nhật;Thái Bình;DN trong nước;5;12;2024;2;0;Kế toán;Kế Toán Bán Hàng - Có Đào Tạo, Không Yêu Cầu Kinh Nghiệm;Chuyên viên- nhân viên;N/A;Chứng chỉ;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-ban-hang-co-dao-tao-khong-yeu-cau-kinh-nghiem.html
827;Công Ty TNHH Xuất Nhập Khẩu Thương Mại Dịch Vụ Querencia;Long An;DN trong nước;28;11;2024;2;0;Nông - Lâm - Ngư nghiệp;Kỹ Sư Nông Nghiệp Trồng Nấm;Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-nong-nghiep-trong-nam.html
828;Công Ty TNHH Bán Lẻ Phương Nam;TP.HCM;DN trong nước;19;12;2024;1;0;Bán hàng - Kinh doanh;Trưởng Bộ Phận Quản Trị KD;Quản lý nhóm- giám sát;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/truong-bo-phan-quan-tri-kd.html
829;Công Ty Cổ Phần Vinschool;TP.HCM;DN trong nước;4;12;2024;2;0;Khoa học - Kỹ thuật;Nhân Viên Kỹ Thuật Trường Học (Điện Lạnh);Chuyên viên- nhân viên;N/A;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ky-thuat-truong-hoc-dien-lanh.html
830;Công Ty TNHH Tư Vấn Giáo Dục Clevermann;TP.HCM;DN trong nước;6;12;2024;10;0;Vận hành - Bảo trì - Bảo dưỡng;Làm Việc Tại Đức - Nhân Viên Vận Hành Dây Chuyền Sản Xuất  - Thu Nhập 70-90Tr (Định Cư Lâu Dài);Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/lam-viec-tai-duc-nhan-vien-van-hanh-day-chuyen-san-xuat-thu-nhap-70-90tr-dinh-cu-lau-dai.html
831;Công Ty Cổ Phần Thương Mại Và Dược Phẩm Ngọc Thiện;Vĩnh Phúc;DN trong nước;16;12;2024;1;0;Cơ khí - Ô tô - Tự động hóa;Nhân Viên Cơ Điện;Chuyên viên- nhân viên;N/A;Lao động phổ thông;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-co-dien.html
832;Công Ty Cổ Phần Đầu Tư Và Phát Triển Nextgo;An Giang;DN trong nước;5;11;2024;1;0;Kế toán;Nhân Viên Thủ Qũy;Chuyên viên- nhân viên;N/A;Lao động phổ thông;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-thu-quy.html
833;Công Ty TNHH Thương Mại Và Dịch Vụ Quốc Tế Hymi;Hà Nội;DN trong nước;5;12;2024;2;0;Marketing;Nhân Viên Marketing;Chuyên viên- nhân viên;N/A;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-marketing.html
834;Công Ty Cổ Phần Giày Dép Cao Su Màu;Đồng Nai;DN trong nước;27;11;2024;2;0;Dệt may - Da giày - Thời trang;Nhân Viên Thiết Kế Ni Rập Giày Dép;Chuyên viên- nhân viên;N/A;Chứng chỉ;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-thiet-ke-ni-rap-giay-dep.html
835;Công Ty Cổ Phần Thương Mại Quốc Tế Mega Dance Int;Hà Nội;DN trong nước;30;11;2024;2;0;Marketing;Nhân Viên Digital Marketing - Thu Nhập Trên 10 Triệu;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-digital-marketing-thu-nhap-tren-10-trieu.html
836;Công Ty Cổ Phần Tư Vấn Thiết Kế Và Công Nghệ Lạc Việt;Hà Nội;DN trong nước;5;12;2024;1;0;Xây dựng;Kỹ Sư Kết Cấu Nhà Xưởng - Nhận Việc Ngay;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-ket-cau-nha-xuong-nhan-viec-ngay.html
837;Công Ty TNHH Dịch Vụ Alvin;Hà Nội;DN trong nước;5;12;2024;2;0;Kế toán;Nhân Viên Thu Ngân - Thu Nhập Upto 12 Triệu - Phỏng Vấn Đi Làm Ngay;Chuyên viên- nhân viên;N/A;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-thu-ngan-thu-nhap-upto-12-trieu-phong-van-di-lam-ngay.html
838;Công Ty TNHH Thiết Kế Và Xây Dựng Unidecor;Bà Rịa - Vũng Tàu;DN trong nước;16;12;2024;2;0;Xây dựng;Kiến Trúc Sư;Chuyên viên- nhân viên;N/A;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/kien-truc-su.html
839;Công Ty TNHH Amjet (Việt Nam) Flexographic Technology;Long An;DN trong nước;11;12;2024;2;0;Kế toán;Kế Toán Nội Bộ;Chuyên viên- nhân viên;N/A;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-noi-bo.html
840;Công Ty TNHH Sản Xuất Thương Mại Hồng Nam;TP.HCM;DN trong nước;17;12;2024;2;2;Vận Tải - Lái xe - Giao nhận;Lao Động Phổ Thông (Đóng Gói Giao Hàng);Chuyên viên- nhân viên;N/A;Đại học;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/lao-dong-pho-thong-dong-goi-giao-hang.html
841;Công Ty TNHH Sản Xuất \u0026 Thương Mại Xuất Nhập Khẩu Công Nghệ Ánh Dương;Hà Nội;DN trong nước;3;12;2024;10;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh - Goonsan;Chuyên viên- nhân viên;N/A;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-goonsan.html
